2.900184419597912324e+02,3.755230877046782467e+01,1.341631793212890500e+01,1.265519499956930805e-01
2.900034722176196738e+02,3.755739233320287696e+01,1.431643675994872922e+01,1.314929552554453540e-01
2.901132422923336094e+02,3.751924091629075519e+01,1.614393805694579953e+01,1.700942242696250606e-01
2.902392451438415151e+02,3.747675996454958636e+01,1.504228972625732297e+01,1.398986341609920192e-01
2.900362733100208743e+02,3.754603119783067910e+01,1.613752078247070187e+01,1.697909968152011562e-01
2.904763383268405619e+02,3.739595213259110551e+01,1.535057353210449094e+01,1.455184133901561427e-01
2.902172002956714323e+02,3.748681963252275295e+01,1.370422076416015500e+01,1.277202396831775832e-01
2.903190415974926850e+02,3.744970683568417513e+01,1.595577048492431516e+01,1.625344963922465968e-01
2.901937862710551599e+02,3.749344680498383298e+01,1.590209674072265500e+01,1.606330970480407405e-01
2.898985626715834769e+02,3.759267387715778597e+01,1.750151776504516477e+01,2.878996009185279537e-01
2.903029362296545060e+02,3.745396280829511682e+01,1.700811433029174680e+01,2.277342776014770198e-01
2.904721953266717378e+02,3.739780393163201921e+01,1.595707034301757687e+01,1.626025127425159145e-01
2.900446724096731259e+02,3.754293161904178078e+01,1.725352667999267453e+01,2.542689467027152705e-01
2.898880135121661397e+02,3.759713868859417119e+01,1.714153622817993039e+01,2.413757169797385860e-01
2.900568205739019163e+02,3.753950806335095081e+01,1.759066437911987180e+01,3.022179627969230342e-01
2.899741193109036317e+02,3.756764778353176126e+01,1.759596537780761594e+01,3.026825362994636226e-01
2.902825555154784070e+02,3.746467755566490609e+01,1.574879740905761594e+01,1.556314030840362239e-01
2.899696539125474715e+02,3.757142353794174028e+01,1.566969584655761594e+01,1.533184038653339076e-01
2.898861256885216449e+02,3.759878062578743396e+01,1.695864581298828000e+01,2.229800099685157466e-01
2.904617038399634907e+02,3.740044016617433442e+01,1.720359181594848508e+01,2.482594127013648677e-01
2.901585904105382383e+02,3.750877408983505035e+01,1.481998061370849484e+01,1.366881426601971317e-01
2.903288054930501971e+02,3.744881795540611336e+01,1.613072776031494016e+01,1.695211814894641567e-01
2.904334316456155420e+02,3.741436547585670525e+01,1.505824660491943234e+01,1.401619320913518596e-01
2.900630981294254980e+02,3.754048278124035676e+01,1.621960162353515500e+01,1.734751301064456630e-01
2.903392393543261392e+02,3.744568761428566717e+01,1.632548903656005734e+01,1.786751995041335750e-01
2.903230285664905068e+02,3.744992772734113373e+01,1.713304614257812375e+01,2.405414382173980403e-01
2.899842646755148508e+02,3.756684108779282383e+01,1.725891398620605344e+01,2.549570227220023799e-01
2.899418395861038675e+02,3.758398079797819946e+01,1.631217288208007687e+01,1.779789464726413417e-01
2.900374550559721456e+02,3.755081612463961704e+01,1.626520632934570187e+01,1.756257588221992183e-01
2.900335826214569011e+02,3.755183584269196473e+01,1.671154450607299680e+01,2.025301033809150386e-01
2.899315498148370693e+02,3.758832545549712734e+01,1.569474887084960812e+01,1.539929235532249141e-01
2.900313004052616179e+02,3.755436764041581910e+01,1.499844454956054562e+01,1.391806440606082607e-01
2.903301016418482732e+02,3.745169613455026791e+01,1.587114524078369016e+01,1.595391953542197871e-01
2.901227638545349805e+02,3.752378291541619859e+01,1.412791156005859250e+01,1.301066178075338531e-01
2.904816379971763922e+02,3.739962709190274381e+01,1.552003764343261594e+01,1.493707640274728465e-01
2.901961955409121856e+02,3.749823279466593817e+01,1.546033095550536984e+01,1.479379577740396190e-01
