2.903737544126782950e+02,3.742281592674516588e+01,1.375930407905578789e+01,1.216017926607609184e-01
2.900313250347987832e+02,3.755429042133486206e+01,1.568187716865539727e+01,1.358859605651677183e-01
2.899841539022635288e+02,3.757299603589265757e+01,1.617747786903381524e+01,1.458201828908503583e-01
2.900123248592811365e+02,3.756294124341932417e+01,1.629214576148986993e+01,1.488820828061879209e-01
2.899145810448513885e+02,3.760400214750893610e+01,1.555189708137512383e+01,1.339365776192725233e-01
2.900137121509112035e+02,3.756046385516751940e+01,1.792923596763611016e+01,2.552466198366463712e-01
2.899381336609818618e+02,3.759064877588552633e+01,1.794597676658630547e+01,2.570165797632515958e-01
2.898773644828987130e+02,3.761655685136519622e+01,1.686011985206604180e+01,1.695638104837716154e-01
2.902392249166242664e+02,3.747663846547730060e+01,1.598189547920227227e+01,1.413746766310513547e-01
2.901937465859712688e+02,3.749330283351955018e+01,1.699001029396057305e+01,1.761182724994004301e-01
2.899728614521410464e+02,3.758215800246134108e+01,1.422073272132873711e+01,1.231528359029770286e-01
2.903131253619368977e+02,3.744570257135066527e+01,1.780034736061096368e+01,2.395592510264695219e-01
2.903049390458181733e+02,3.745078741079573348e+01,1.704888251686096368e+01,1.792263827782452634e-01
2.902172185716938202e+02,3.748672920881235626e+01,1.546506026649475274e+01,1.327636755567372373e-01
2.898702029770757918e+02,3.762053641841917795e+01,1.585950091743469414e+01,1.389394878905594877e-01
2.901585713903477881e+02,3.750868806614463580e+01,1.605438426399231133e+01,1.428676947515786222e-01
2.901143798206219913e+02,3.752510054837949838e+01,1.738320544624328789e+01,2.010601639312089017e-01
2.899890837183575627e+02,3.757459127899183926e+01,1.692519286537170586e+01,1.727206885379136136e-01
2.900586260756404613e+02,3.754766288259178708e+01,1.680298617744445977e+01,1.669921680849373868e-01
2.898801924561228702e+02,3.761530313287656213e+01,1.794104293251037774e+01,2.564244225185692838e-01
2.899520560278938888e+02,3.758945844436097872e+01,1.727176669502258477e+01,1.930996954005539945e-01
2.904813122101031126e+02,3.738148772523132379e+01,1.761889890098571954e+01,2.212419986289322904e-01
2.903990182241020648e+02,3.741523550742669357e+01,1.764109090232849297e+01,2.231471716922104886e-01
2.901250444249689053e+02,3.752144122603901621e+01,1.801622346305847344e+01,2.664508774441063932e-01
2.900782250615419571e+02,3.754255589280744232e+01,1.676743033790588555e+01,1.653879425984204343e-01
2.902920026580147237e+02,3.745813546915996994e+01,1.824362615013122735e+01,3.005103870790780118e-01
2.900415493884459579e+02,3.755732586880367307e+01,1.732619384193420586e+01,1.970249443810761503e-01
2.899315452869356591e+02,3.760213749688357154e+01,1.534814074897766289e+01,1.313480969082892469e-01
2.904043044572708823e+02,3.741666571182189216e+01,1.682774642372131524e+01,1.680814988475621274e-01
2.903190368766620963e+02,3.744959695415624168e+01,1.663748649024963555e+01,1.601402043860734037e-01
2.902825766287079432e+02,3.746455356904036194e+01,1.659183600807190118e+01,1.584431483906090787e-01
2.900258721513656610e+02,3.756304370730538977e+01,1.790069631004333672e+01,2.513996168535531095e-01
2.901962398421914031e+02,3.749805926754451235e+01,1.668237784767151055e+01,1.619124851685345701e-01
2.901462692902374556e+02,3.751773267204681162e+01,1.695494273567199883e+01,1.741936720472157529e-01
2.899623490142967057e+02,3.759235809276869134e+01,1.516016391181945977e+01,1.293012724753797582e-01
2.899045885677219871e+02,3.761311110969129601e+01,1.670549586677551446e+01,1.627867325704873136e-01
2.901279460940500599e+02,3.752649793776294018e+01,1.641884520912170586e+01,1.525948300522149137e-01
2.899976392859613838e+02,3.757693561519582204e+01,1.665659049415588555e+01,1.608762211662114194e-01
2.903825729907770778e+02,3.742577698702049815e+01,1.769923356437683282e+01,2.289222955268204740e-01
2.904572555863374532e+02,3.739775974141829096e+01,1.741725829505920586e+01,2.038580730121911100e-01
2.904850717651825107e+02,3.738767017758777200e+01,1.718345359230041680e+01,1.873381912272751859e-01
2.903230381457070166e+02,3.744977112491210391e+01,1.799213174247741875e+01,2.630609973829567960e-01
2.900245384870974021e+02,3.756857408239804386e+01,1.608836749458313164e+01,1.437132685941041044e-01
2.900087946310633242e+02,3.757198883488027263e+01,1.770270207786560235e+01,2.293032139104188016e-01
