2.899143103240138544e+02,3.760412542074850251e+01,1.544431984710693229e+01,1.640473983985472617e-01
2.904734080114849917e+02,3.739723657352966768e+01,1.684303677368163932e+01,1.745746180218745169e-01
2.902396523089050220e+02,3.747641983658138543e+01,1.586833393859863151e+01,1.659594734934259352e-01
2.902830551839003306e+02,3.746433386270905430e+01,1.655147087860107291e+01,1.711521118682909903e-01
2.902176018748792217e+02,3.748650738019576067e+01,1.481920254516601432e+01,1.622924909730542598e-01
2.903686511764050238e+02,3.742968892170623008e+01,1.847382462310790885e+01,2.252701397788811621e-01
2.901668288156437825e+02,3.750196898307741833e+01,1.871638310241699088e+01,2.417229663384247718e-01
2.901650938546471252e+02,3.750272578712778682e+01,1.872258580017089713e+01,2.421074460995484290e-01
2.902632846659410575e+02,3.746844542076699014e+01,1.874543488311767447e+01,2.437887590182114539e-01
2.898845938972227714e+02,3.760332686092599630e+01,1.876232254791259635e+01,2.450581665885735450e-01
2.900583210419794113e+02,3.754484157712027326e+01,1.875727665710449088e+01,2.447934549105454383e-01
2.902557361846590425e+02,3.749039062074828621e+01,1.153525650787353385e+01,1.601514382615320531e-01
2.900202337794164009e+02,3.755758909805311418e+01,1.885251725006103385e+01,2.525400545251656470e-01
2.900042289375180076e+02,3.756338215941187997e+01,1.891974079895019401e+01,2.584481339705277381e-01
2.898831952510565202e+02,3.760577949402696163e+01,1.877599537658691276e+01,2.462234001410294471e-01
2.899497579318841645e+02,3.758386301386079964e+01,1.888389694976806510e+01,2.552524607432175574e-01
2.899258795251378160e+02,3.759284453356574573e+01,1.843786442565917838e+01,2.231611784351159034e-01
2.902518006155937655e+02,3.747761940893758492e+01,1.885822022247314322e+01,2.529088210118103919e-01
2.902942985989125191e+02,3.746971779803840263e+01,1.671165383148193229e+01,1.729150179577160773e-01
2.902349706178642919e+02,3.749024385981988416e+01,1.649132931518554557e+01,1.705454138842512068e-01
2.904378733184504426e+02,3.741990947019340297e+01,1.834187519836425651e+01,2.178498569679547248e-01
